choice_code,choice_name,choice_value,category,common_code,product_name,rakuten_sku,total_quantity,frequency
"◆１:R25 ふわふわスモークサーモン15g
◆２:R26 スモークサーモンチップ30g
◆３:R09 フレークサーモン30g
◆４（※レトルトはこちらからお選びください）:R11 鶏ささみスライス30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_723,"ふわふわスモークサーモン15g
◆２:R26 スモークサーモンチップ30g
◆３:R09 フレークサーモン30g
◆４（※レトルトはこちらからお",auto_extracted,CM1223,"ふわふわスモークサーモン15g
◆２:R26 スモークサーモンチップ30g
◆３:R09 フレークサーモン30g
◆４（※レトルトはこちらからお",CHOICE_CM1223,3,3
"★1つ目:N04サーモンフレーク20g
★2つ目:N07.チキンフレーク20g
★3つ目:N04サーモンフレーク20g
★4つ目※クマザサふりかけはこちら:N09.クマザサ鮭ふりかけ 30g
☆メール便のため同梱不可です:了承済み",選択肢_724,"★1つ目:N04サーモンフレーク20g
★2つ目:N07.チキンフレーク20g
★3つ目:N04サー",auto_extracted,CM1224,"★1つ目:N04サーモンフレーク20g
★2つ目:N07.チキンフレーク20g
★3つ目:N04サー",CHOICE_CM1224,3,3
"★1つ目:N02エゾ鹿フレーク20g
★2つ目:N03.サーモンチップ10g
★3つ目:N05白子チップ10g
★4つ目※クマザサふりかけはこちら:N11.クマザサ鶏ふりかけ 30g
☆メール便のため同梱不可です:了承済み",選択肢_725,"★1つ目:N02エゾ鹿フレーク20g
★2つ目:N03.サーモンチップ10g
★3つ目:N05白子チ",auto_extracted,CM1225,"★1つ目:N02エゾ鹿フレーク20g
★2つ目:N03.サーモンチップ10g
★3つ目:N05白子チ",CHOICE_CM1225,3,3
"◆１:R01 エゾ鹿スライス30g
◆２:R05 エゾ鹿レバースライス30g
◆３:R10 鮭白子スライス30g
◆４（※レトルトはこちらからお選びください）:R37 エゾ鹿ステーキ100g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_726,"エゾ鹿スライス30g
◆２:R05 エゾ鹿レバースライス30g
◆３:R10 鮭白子スライス30g
◆４（※レトルトはこちらからお",auto_extracted,CM1226,"エゾ鹿スライス30g
◆２:R05 エゾ鹿レバースライス30g
◆３:R10 鮭白子スライス30g
◆４（※レトルトはこちらからお",CHOICE_CM1226,3,3
"1つ目:C07.ひとくちサーモン(10g)
2つ目:C12.鶏砂肝スライス（10g）
3つ目:C18.エゾ鹿カットジャーキー(15g)
4つ目:C20.鮭カットジャーキー(15g)
★メール便のため同梱不可です:了承済",選択肢_727,"1つ目:C07.ひとくちサーモン(10g)
2つ目:C12.鶏砂肝スライス（10g）
3つ目:C18",auto_extracted,CM1227,"1つ目:C07.ひとくちサーモン(10g)
2つ目:C12.鶏砂肝スライス（10g）
3つ目:C18",CHOICE_CM1227,3,3
"◆１:R01 エゾ鹿スライス30g
◆２:R02 エゾ鹿ミンチ30g
◆３:R02 エゾ鹿ミンチ30g
◆４（※レトルトはこちらからお選びください）:R11 鶏ささみスライス30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_728,"エゾ鹿スライス30g
◆２:R02 エゾ鹿ミンチ30g
◆３:R02 エゾ鹿ミンチ30g
◆４（※レトルトはこちらからお",auto_extracted,CM1228,"エゾ鹿スライス30g
◆２:R02 エゾ鹿ミンチ30g
◆３:R02 エゾ鹿ミンチ30g
◆４（※レトルトはこちらからお",CHOICE_CM1228,3,3
"◆１:R07 スティックサーモン30g
◆２:R10 鮭白子スライス30g
◆３:R14 豚ハツスライス30g
◆４（※レトルトはこちらからお選びください）:R44.馬うまバーグ100g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_729,"スティックサーモン30g
◆２:R10 鮭白子スライス30g
◆３:R14 豚ハツスライス30g
◆４（※レトルトはこちらからお",auto_extracted,CM1229,"スティックサーモン30g
◆２:R10 鮭白子スライス30g
◆３:R14 豚ハツスライス30g
◆４（※レトルトはこちらからお",CHOICE_CM1229,3,3
"◆１:R10 鮭白子スライス30g
◆２:R24 ころころクッキーMIX
◆３:R26 スモークサーモンチップ30g
◆４（※レトルトはこちらからお選びください）:R43 牛バーグ 100g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_730,"鮭白子スライス30g
◆２:R24 ころころクッキーMIX
◆３:R26 スモークサーモンチップ30g
◆４（※レトルトはこちらからお",auto_extracted,CM1230,"鮭白子スライス30g
◆２:R24 ころころクッキーMIX
◆３:R26 スモークサーモンチップ30g
◆４（※レトルトはこちらからお",CHOICE_CM1230,3,3
"1つ目:1.エゾ鹿スライスジャーキー(10g)
2つ目:8.鮭白子スライスジャーキー(10g)
3つ目:6.スティックサーモン(10g)
4つ目:11.鶏むねスライス（10g）
★メール便のため同梱不可です:了承済",選択肢_731,"1つ目:1.エゾ鹿スライスジャーキー(10g)
2つ目:8.鮭白子スライスジャーキー(10g)
3つ",auto_extracted,CM1231,"1つ目:1.エゾ鹿スライスジャーキー(10g)
2つ目:8.鮭白子スライスジャーキー(10g)
3つ",CHOICE_CM1231,3,3
"◆１:R01 エゾ鹿スライス30g
◆２:R07 スティックサーモン30g
◆３:R10 鮭白子スライス30g
◆４（※レトルトはこちらからお選びください）:R20 牛タン皮チップ30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_732,"エゾ鹿スライス30g
◆２:R07 スティックサーモン30g
◆３:R10 鮭白子スライス30g
◆４（※レトルトはこちらからお",auto_extracted,CM1232,"エゾ鹿スライス30g
◆２:R07 スティックサーモン30g
◆３:R10 鮭白子スライス30g
◆４（※レトルトはこちらからお",CHOICE_CM1232,3,3
"★1つ目:N02エゾ鹿フレーク20g
★2つ目:N04.サーモンフレーク20g
★3つ目:N05白子チップ10g
★4つ目※クマザサふりかけはこちら:N02.エゾ鹿フレーク 20g
☆メール便のため同梱不可です:了承済み",選択肢_733,"★1つ目:N02エゾ鹿フレーク20g
★2つ目:N04.サーモンフレーク20g
★3つ目:N05白子",auto_extracted,CM1233,"★1つ目:N02エゾ鹿フレーク20g
★2つ目:N04.サーモンフレーク20g
★3つ目:N05白子",CHOICE_CM1233,3,3
"★1つ目:N01エゾ鹿チップ10g
★2つ目:N02.エゾ鹿フレーク20g
★3つ目:N03サーモンチップ10g
★4つ目※クマザサふりかけはこちら:N07.チキンフレーク 20g
☆メール便のため同梱不可です:了承済み",選択肢_734,"★1つ目:N01エゾ鹿チップ10g
★2つ目:N02.エゾ鹿フレーク20g
★3つ目:N03サーモン",auto_extracted,CM1234,"★1つ目:N01エゾ鹿チップ10g
★2つ目:N02.エゾ鹿フレーク20g
★3つ目:N03サーモン",CHOICE_CM1234,3,3
"★1つ目:6チキンチップ10g
★2つ目:6チキンチップ10g
★3つ目:3サーモンチップ10g
★4つ目※クマザサふりかけはこちら:3.サーモンチップ 10g
☆メール便のため同梱不可です:了承済み",選択肢_735,"★1つ目:6チキンチップ10g
★2つ目:6チキンチップ10g
★3つ目:3サーモンチップ10g
★",auto_extracted,CM1235,"★1つ目:6チキンチップ10g
★2つ目:6チキンチップ10g
★3つ目:3サーモンチップ10g
★",CHOICE_CM1235,3,3
"★1つ目:N01エゾ鹿チップ10g
★2つ目:N03.サーモンチップ10g
★3つ目:N06チキンチップ10g
★4つ目※クマザサふりかけはこちら:N02.エゾ鹿フレーク 20g
☆メール便のため同梱不可です:了承済み",選択肢_736,"★1つ目:N01エゾ鹿チップ10g
★2つ目:N03.サーモンチップ10g
★3つ目:N06チキンチ",auto_extracted,CM1236,"★1つ目:N01エゾ鹿チップ10g
★2つ目:N03.サーモンチップ10g
★3つ目:N06チキンチ",CHOICE_CM1236,3,3
"1つ目:C02.ころころエゾ鹿ミンチ(10g)
2つ目:C07.ひとくちサーモン(10g)
3つ目:C16.ふわふわスモーク5g
4つ目:C22.ほっけカットジャーキー(15g）
★メール便のため同梱不可です:了承済",選択肢_737,"1つ目:C02.ころころエゾ鹿ミンチ(10g)
2つ目:C07.ひとくちサーモン(10g)
3つ目:",auto_extracted,CM1237,"1つ目:C02.ころころエゾ鹿ミンチ(10g)
2つ目:C07.ひとくちサーモン(10g)
3つ目:",CHOICE_CM1237,3,3
"★1つ目:N03サーモンチップ10g
★2つ目:N05.白子チップ10g
★3つ目:N04サーモンフレーク20g
★4つ目※クマザサふりかけはこちら:N09.クマザサ鮭ふりかけ 30g
☆メール便のため同梱不可です:了承済み",選択肢_738,"★1つ目:N03サーモンチップ10g
★2つ目:N05.白子チップ10g
★3つ目:N04サーモンフ",auto_extracted,CM1238,"★1つ目:N03サーモンチップ10g
★2つ目:N05.白子チップ10g
★3つ目:N04サーモンフ",CHOICE_CM1238,3,3
"1つ目:C05.スライスサーモン(10g)
2つ目:C11.鶏むねスライス（10g）
3つ目:C12.鶏砂肝ジャーキー（10g）
4つ目:C15.ころころクッキー(8粒）
★メール便のため同梱不可です:了承済",選択肢_739,"1つ目:C05.スライスサーモン(10g)
2つ目:C11.鶏むねスライス（10g）
3つ目:C12",auto_extracted,CM1239,"1つ目:C05.スライスサーモン(10g)
2つ目:C11.鶏むねスライス（10g）
3つ目:C12",CHOICE_CM1239,3,3
"1つ目:C02.ころころエゾ鹿ミンチ(10g)
2つ目:C07.ひとくちサーモン(10g)
3つ目:C10.鶏ささみスライス（10g）
4つ目:C08.鮭白子スライス(10g)
★メール便のため同梱不可です:了承済",選択肢_740,"1つ目:C02.ころころエゾ鹿ミンチ(10g)
2つ目:C07.ひとくちサーモン(10g)
3つ目:",auto_extracted,CM1240,"1つ目:C02.ころころエゾ鹿ミンチ(10g)
2つ目:C07.ひとくちサーモン(10g)
3つ目:",CHOICE_CM1240,3,3
"1つ目:R07 牛バーグ100g
2つ目:R07 牛バーグ100g
3つ目:R06 鶏ささみ100g
4つ目:R06 鶏ささみ100g
5つ目:R01 エゾ鹿ステーキ100g
★メール便のため同梱不可です:了承済",選択肢_741,"牛バーグ100g
2つ目:R07 牛バーグ100g
3つ目:R06 鶏ささみ100g
4つ目:R06 鶏ささみ100g
5つ目:R01 エゾ鹿ステーキ100g
★メール便のため同梱不可です:了承済",auto_extracted,CM1241,"牛バーグ100g
2つ目:R07 牛バーグ100g
3つ目:R06 鶏ささみ100g
4つ目:R06 鶏ささみ100g
5つ目:R01 エゾ鹿ステーキ100g
★メール便のため同梱不可です:了承済",CHOICE_CM1241,3,3
"★1つ目:N04サーモンフレーク20g
★2つ目:N04.サーモンフレーク20g
★3つ目:N04サーモンフレーク20g
★4つ目※クマザサふりかけはこちら:N09.クマザサ鮭ふりかけ 30g
☆メール便のため同梱不可です:了承済み",選択肢_742,"★1つ目:N04サーモンフレーク20g
★2つ目:N04.サーモンフレーク20g
★3つ目:N04サ",auto_extracted,CM1242,"★1つ目:N04サーモンフレーク20g
★2つ目:N04.サーモンフレーク20g
★3つ目:N04サ",CHOICE_CM1242,3,3
"◆１:R01 エゾ鹿スライス30g
◆２:R06 スライスサーモン30g
◆３:R12 鶏むねスライス30g
◆４（※レトルトはこちらからお選びください）:R17 ひとくち牛タン皮30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_743,"エゾ鹿スライス30g
◆２:R06 スライスサーモン30g
◆３:R12 鶏むねスライス30g
◆４（※レトルトはこちらからお",auto_extracted,CM1243,"エゾ鹿スライス30g
◆２:R06 スライスサーモン30g
◆３:R12 鶏むねスライス30g
◆４（※レトルトはこちらからお",CHOICE_CM1243,3,3
"◆１:R08 ひとくちサーモン30g
◆２:R08 ひとくちサーモン30g
◆３:R09 フレークサーモン30g
◆４（※レトルトはこちらからお選びください）:R44.馬うまバーグ100g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_744,"ひとくちサーモン30g
◆２:R08 ひとくちサーモン30g
◆３:R09 フレークサーモン30g
◆４（※レトルトはこちらからお",auto_extracted,CM1244,"ひとくちサーモン30g
◆２:R08 ひとくちサーモン30g
◆３:R09 フレークサーモン30g
◆４（※レトルトはこちらからお",CHOICE_CM1244,3,3
"★1つ目:N07チキンフレーク20g
★2つ目:N04.サーモンフレーク20g
★3つ目:N02エゾ鹿フレーク20g
★4つ目※クマザサふりかけはこちら:N11.クマザサ鶏ふりかけ 30g
☆メール便のため同梱不可です:了承済み",選択肢_745,"★1つ目:N07チキンフレーク20g
★2つ目:N04.サーモンフレーク20g
★3つ目:N02エゾ",auto_extracted,CM1245,"★1つ目:N07チキンフレーク20g
★2つ目:N04.サーモンフレーク20g
★3つ目:N02エゾ",CHOICE_CM1245,3,3
"◆１:R08 ひとくちサーモン30g
◆２:R08 ひとくちサーモン30g
◆３:R03 ころころエゾ鹿ミンチ30g
◆４（※レトルトはこちらからお選びください）:R08 ひとくちサーモン30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_746,"ひとくちサーモン30g
◆２:R08 ひとくちサーモン30g
◆３:R03 ころころエゾ鹿ミンチ30g
◆４（※レトルトはこちらからお",auto_extracted,CM1246,"ひとくちサーモン30g
◆２:R08 ひとくちサーモン30g
◆３:R03 ころころエゾ鹿ミンチ30g
◆４（※レトルトはこちらからお",CHOICE_CM1246,3,3
"◆１:R24 ころころクッキーMIX
◆２:R24 ころころクッキーMIX
◆３:R24 ころころクッキーMIX
◆４（※レトルトはこちらからお選びください）:R08 ひとくちサーモン30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_747,"ころころクッキーMIX
◆２:R24 ころころクッキーMIX
◆３:R24 ころころクッキーMIX
◆４（※レトルトはこちらからお",auto_extracted,CM1247,"ころころクッキーMIX
◆２:R24 ころころクッキーMIX
◆３:R24 ころころクッキーMIX
◆４（※レトルトはこちらからお",CHOICE_CM1247,3,3
"◆１:R01 エゾ鹿スライス30g
◆２:R01 エゾ鹿スライス30g
◆３:R01 エゾ鹿スライス30g
◆４（※レトルトはこちらからお選びください）:R42 鶏ささみ 100g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_748,"エゾ鹿スライス30g
◆２:R01 エゾ鹿スライス30g
◆３:R01 エゾ鹿スライス30g
◆４（※レトルトはこちらからお",auto_extracted,CM1248,"エゾ鹿スライス30g
◆２:R01 エゾ鹿スライス30g
◆３:R01 エゾ鹿スライス30g
◆４（※レトルトはこちらからお",CHOICE_CM1248,3,3
"◆１:36.ほっけカットジャーキー70g
◆２:12.鶏むねスライス30g
◆３:21.仔牛のスペアリブ30g
◆４（※レトルトはこちらからお選びください）:43.牛バーグ 100g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_749,"◆１:36.ほっけカットジャーキー70g
◆２:12.鶏むねスライス30g
◆３:21.仔牛のスペア",auto_extracted,CM1249,"◆１:36.ほっけカットジャーキー70g
◆２:12.鶏むねスライス30g
◆３:21.仔牛のスペア",CHOICE_CM1249,3,3
"◆１:8.ひとくちサーモン30g
◆２:11.鶏ささみスライス30g
◆３:18.ころころ牛タン皮30g
◆４（※レトルトはこちらからお選びください）:44.馬うまバーグ100g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_750,"◆１:8.ひとくちサーモン30g
◆２:11.鶏ささみスライス30g
◆３:18.ころころ牛タン皮3",auto_extracted,CM1250,"◆１:8.ひとくちサーモン30g
◆２:11.鶏ささみスライス30g
◆３:18.ころころ牛タン皮3",CHOICE_CM1250,3,3
"◆１:4.エゾ鹿ふりかけ30g
◆２:3.ころころエゾ鹿ミンチ30g
◆３:26.スモークサーモンチップ30g
◆４（※レトルトはこちらからお選びください）:37.エゾ鹿ステーキ100g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_751,"◆１:4.エゾ鹿ふりかけ30g
◆２:3.ころころエゾ鹿ミンチ30g
◆３:26.スモークサーモンチ",auto_extracted,CM1251,"◆１:4.エゾ鹿ふりかけ30g
◆２:3.ころころエゾ鹿ミンチ30g
◆３:26.スモークサーモンチ",CHOICE_CM1251,3,3
"◆１:1.エゾ鹿スライス30g
◆２:11.鶏ささみスライス30g
◆３:20.牛タン皮チップ30g
◆４（※レトルトはこちらからお選びください）:32.エゾ鹿カットジャーキー70g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_752,"◆１:1.エゾ鹿スライス30g
◆２:11.鶏ささみスライス30g
◆３:20.牛タン皮チップ30g",auto_extracted,CM1252,"◆１:1.エゾ鹿スライス30g
◆２:11.鶏ささみスライス30g
◆３:20.牛タン皮チップ30g",CHOICE_CM1252,3,3
★お好きな１袋をお選びください:4.エゾ鹿レバー 10g,選択肢_753,★お好きな１袋をお選びください:4.エゾ鹿レバー 10g,auto_extracted,CM1253,★お好きな１袋をお選びください:4.エゾ鹿レバー 10g,CHOICE_CM1253,3,3
"1つ目:7.ひとくちサーモン(10g)
2つ目:8.鮭白子スライスジャーキー(10g)
3つ目:5.スライスサーモン(10g)
4つ目:2.ころころエゾ鹿ミンチ(10g)
★メール便のため同梱不可です:了承済",選択肢_754,"1つ目:7.ひとくちサーモン(10g)
2つ目:8.鮭白子スライスジャーキー(10g)
3つ目:5.",auto_extracted,CM1254,"1つ目:7.ひとくちサーモン(10g)
2つ目:8.鮭白子スライスジャーキー(10g)
3つ目:5.",CHOICE_CM1254,3,3
"★1つ目:5.白子チップ 3g（猫用）
★2つ目:4.サーモンフレーク 5g（猫用）
★3つ目:10.クマザサ白子ふりかけ5g (猫用)
★4つ目:7.チキンフレーク 5g（猫用）
※メール便のため同梱不可です:了承済
※おためしのため重複不可:了承済み",選択肢_755,"★1つ目:5.白子チップ 3g（猫用）
★2つ目:4.サーモンフレーク 5g（猫用）
★3つ目:10",auto_extracted,CM1255,"★1つ目:5.白子チップ 3g（猫用）
★2つ目:4.サーモンフレーク 5g（猫用）
★3つ目:10",CHOICE_CM1255,3,3
"★1つ目:3.サーモンチップ 3g（猫用）
★2つ目:6チキンチップ3g (猫用)
★3つ目:9.クマザサ 鮭ふりかけ 5g（猫用）
★4つ目:2.エゾ鹿フレーク 5g（猫用）
※メール便のため同梱不可です:了承済
※おためしのため重複不可:了承済み",選択肢_756,"★1つ目:3.サーモンチップ 3g（猫用）
★2つ目:6チキンチップ3g (猫用)
★3つ目:9.ク",auto_extracted,CM1256,"★1つ目:3.サーモンチップ 3g（猫用）
★2つ目:6チキンチップ3g (猫用)
★3つ目:9.ク",CHOICE_CM1256,3,3
"★1つ目:2.エゾ鹿フレーク 5g（猫用）
★2つ目:5.白子チップ 3g（猫用）
★3つ目:1.エゾ鹿チップ 3g（猫用）
★4つ目:11.クマザサ 鶏ふりかけ5g (猫用)
※メール便のため同梱不可です:了承済
※おためしのため重複不可:了承済み",選択肢_757,"★1つ目:2.エゾ鹿フレーク 5g（猫用）
★2つ目:5.白子チップ 3g（猫用）
★3つ目:1.エ",auto_extracted,CM1257,"★1つ目:2.エゾ鹿フレーク 5g（猫用）
★2つ目:5.白子チップ 3g（猫用）
★3つ目:1.エ",CHOICE_CM1257,3,3
"◆１:1.エゾ鹿スライス30g
◆２:6.スライスサーモン30g
◆３:36.ほっけカットジャーキー70g
◆４（※レトルトはこちらからお選びください）:42.鶏ささみ 100g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_758,"◆１:1.エゾ鹿スライス30g
◆２:6.スライスサーモン30g
◆３:36.ほっけカットジャーキー",auto_extracted,CM1258,"◆１:1.エゾ鹿スライス30g
◆２:6.スライスサーモン30g
◆３:36.ほっけカットジャーキー",CHOICE_CM1258,3,3
"◆１:2.エゾ鹿ミンチ30g
◆２:8.ひとくちサーモン30g
◆３:11.鶏ささみスライス30g
◆４（※レトルトはこちらからお選びください）:36.ほっけカットジャーキー70g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_759,"◆１:2.エゾ鹿ミンチ30g
◆２:8.ひとくちサーモン30g
◆３:11.鶏ささみスライス30g",auto_extracted,CM1259,"◆１:2.エゾ鹿ミンチ30g
◆２:8.ひとくちサーモン30g
◆３:11.鶏ささみスライス30g",CHOICE_CM1259,3,3
"◆１:33.ラム肉カットジャーキー70g
◆２:21.仔牛のスペアリブ30g
◆３:15.豚レバースライス30g
◆４（※レトルトはこちらからお選びください）:20.牛タン皮チップ30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_760,"◆１:33.ラム肉カットジャーキー70g
◆２:21.仔牛のスペアリブ30g
◆３:15.豚レバース",auto_extracted,CM1260,"◆１:33.ラム肉カットジャーキー70g
◆２:21.仔牛のスペアリブ30g
◆３:15.豚レバース",CHOICE_CM1260,3,3
"◆１:13.鶏砂肝ジャーキ30g
◆２:11.鶏ささみスライス30g
◆３:14.豚ハツスライス30g
◆４（※レトルトはこちらからお選びください）:20.牛タン皮チップ30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_761,"◆１:13.鶏砂肝ジャーキ30g
◆２:11.鶏ささみスライス30g
◆３:14.豚ハツスライス30",auto_extracted,CM1261,"◆１:13.鶏砂肝ジャーキ30g
◆２:11.鶏ささみスライス30g
◆３:14.豚ハツスライス30",CHOICE_CM1261,3,3
"※メール便のため同梱不可です:了承済
★ご希望の商品を１袋お選びください:41.ほっけカットジャーキー70g",選択肢_762,"※メール便のため同梱不可です:了承済
★ご希望の商品を１袋お選びください:41.ほっけカットジャーキ",auto_extracted,CM1262,"※メール便のため同梱不可です:了承済
★ご希望の商品を１袋お選びください:41.ほっけカットジャーキ",CHOICE_CM1262,3,3
"◆１:11.鶏ささみスライス30g
◆２:12.鶏むねスライス30g
◆３:26.スモークサーモンチップ30g
◆４（※レトルトはこちらからお選びください）:12.鶏むねスライス30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_763,"◆１:11.鶏ささみスライス30g
◆２:12.鶏むねスライス30g
◆３:26.スモークサーモンチ",auto_extracted,CM1263,"◆１:11.鶏ささみスライス30g
◆２:12.鶏むねスライス30g
◆３:26.スモークサーモンチ",CHOICE_CM1263,3,3
"1つ目:2.ころころエゾ鹿ミンチ(10g)
2つ目:2.ころころエゾ鹿ミンチ(10g)
3つ目:4.エゾ鹿レバー(10g)
4つ目:8.鮭白子スライスジャーキー(10g)
★メール便のため同梱不可です:了承済",選択肢_764,"1つ目:2.ころころエゾ鹿ミンチ(10g)
2つ目:2.ころころエゾ鹿ミンチ(10g)
3つ目:4.",auto_extracted,CM1264,"1つ目:2.ころころエゾ鹿ミンチ(10g)
2つ目:2.ころころエゾ鹿ミンチ(10g)
3つ目:4.",CHOICE_CM1264,3,3
"1つ目:5.スライスサーモン(10g)
2つ目:6.スティックサーモン(10g)
3つ目:7.ひとくちサーモン(10g)
4つ目:4.エゾ鹿レバー(10g)
★メール便のため同梱不可です:了承済",選択肢_765,"1つ目:5.スライスサーモン(10g)
2つ目:6.スティックサーモン(10g)
3つ目:7.ひとく",auto_extracted,CM1265,"1つ目:5.スライスサーモン(10g)
2つ目:6.スティックサーモン(10g)
3つ目:7.ひとく",CHOICE_CM1265,3,3
"◆１:31.ポテトフレーク15g
◆２:27.コーンフレーク20g
◆３:9.フレークサーモン30g
◆４（※レトルトはこちらからお選びください）:10.鮭白子スライス30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_766,"◆１:31.ポテトフレーク15g
◆２:27.コーンフレーク20g
◆３:9.フレークサーモン30g",auto_extracted,CM1266,"◆１:31.ポテトフレーク15g
◆２:27.コーンフレーク20g
◆３:9.フレークサーモン30g",CHOICE_CM1266,3,3
"◆１:1.エゾ鹿スライス30g
◆２:3.ころころエゾ鹿ミンチ30g
◆３:20.牛タン皮チップ30g
◆４（※レトルトはこちらからお選びください）:38.エゾ鹿バーグ 100g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_767,"◆１:1.エゾ鹿スライス30g
◆２:3.ころころエゾ鹿ミンチ30g
◆３:20.牛タン皮チップ30",auto_extracted,CM1267,"◆１:1.エゾ鹿スライス30g
◆２:3.ころころエゾ鹿ミンチ30g
◆３:20.牛タン皮チップ30",CHOICE_CM1267,3,3
"◆１:1.エゾ鹿スライス30g
◆２:2.エゾ鹿ミンチ30g
◆３:5.エゾ鹿レバースライス30g
◆４（※レトルトはこちらからお選びください）:10.鮭白子スライス30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_768,"◆１:1.エゾ鹿スライス30g
◆２:2.エゾ鹿ミンチ30g
◆３:5.エゾ鹿レバースライス30g",auto_extracted,CM1268,"◆１:1.エゾ鹿スライス30g
◆２:2.エゾ鹿ミンチ30g
◆３:5.エゾ鹿レバースライス30g",CHOICE_CM1268,3,3
"◆１:1.エゾ鹿スライス30g
◆２:2.エゾ鹿ミンチ30g
◆３:5.エゾ鹿レバースライス30g
◆４（※レトルトはこちらからお選びください）:5.エゾ鹿レバースライス30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_769,"◆１:1.エゾ鹿スライス30g
◆２:2.エゾ鹿ミンチ30g
◆３:5.エゾ鹿レバースライス30g",auto_extracted,CM1269,"◆１:1.エゾ鹿スライス30g
◆２:2.エゾ鹿ミンチ30g
◆３:5.エゾ鹿レバースライス30g",CHOICE_CM1269,3,3
"◆１:6.スライスサーモン30g
◆２:6.スライスサーモン30g
◆３:6.スライスサーモン30g
◆４（※レトルトはこちらからお選びください）:11.鶏ささみスライス30g
【ご注意】37〜44のレトルトは、お選びいただく４袋中、1袋のみ選択可能。:確認済
★メール便のため同梱不可です:了承済み",選択肢_770,"◆１:6.スライスサーモン30g
◆２:6.スライスサーモン30g
◆３:6.スライスサーモン30g",auto_extracted,CM1270,"◆１:6.スライスサーモン30g
◆２:6.スライスサーモン30g
◆３:6.スライスサーモン30g",CHOICE_CM1270,3,3
"1つ目:8.鮭白子スライスジャーキー(10g)
2つ目:15.ころころクッキーＭＩＸ（8粒）
3つ目:15.ころころクッキーＭＩＸ（8粒）
4つ目:17.スモークサーモンチップ10g
★メール便のため同梱不可です:了承済",選択肢_771,"1つ目:8.鮭白子スライスジャーキー(10g)
2つ目:15.ころころクッキーＭＩＸ（8粒）
3つ目",auto_extracted,CM1271,"1つ目:8.鮭白子スライスジャーキー(10g)
2つ目:15.ころころクッキーＭＩＸ（8粒）
3つ目",CHOICE_CM1271,3,3
